Time,Lat,Lon,Depth,Mag,place
2013-09-23T15:12:09.000Z,60.1685,-153.2412,141.9,2.3,"44km SW of Redoubt Volcano, Alaska"
2013-09-23T14:36:20.000Z,61.5289,-150.6164,13,2.8,"35km W of Big Lake, Alaska"
2013-09-23T14:12:19.530Z,-5.423,152.3369,50.44,5.1,"118km S of Kokopo, Papua New Guinea"
2013-09-23T13:59:00.160Z,-5.7806,147.3811,114.02,5,"105km NNW of Finschhafen, Papua New Guinea"
2013-09-23T13:37:06.000Z,38.8107,-122.7583,0,2,"3km WSW of Cobb, California"
2013-09-23T13:02:27.820Z,-33.5286,-72.0652,17.37,4.9,"41km W of San Antonio, Chile"
2013-09-23T12:44:46.000Z,61.5411,-141.187,0,2.1,"172km E of Chitina, Alaska"
2013-09-23T12:36:08.000Z,59.8691,-152.6619,71.1,3.2,"47km WNW of Anchor Point, Alaska"
2013-09-23T12:00:36.000Z,51.5919,-175.1439,20.2,3.7,"93km SW of Atka, Alaska"
2013-09-23T11:44:38.900Z,19.078,-155.3775,34.6,2,"17km SE of Pahala, Hawaii"
2013-09-23T11:40:42.070Z,34.0418,-97.2255,5,3.2,"15km SSE of Lone Grove, Oklahoma"
2013-09-23T11:22:46.820Z,-0.679,124.8441,66.12,4.9,"136km NNW of Dofa, Indonesia"
2013-09-23T10:26:22.000Z,65.4498,-141.5515,12,3.3,"77km NNW of Eagle Village, Alaska"
2013-09-23T10:22:34.000Z,17.9855,-65.418,14,3,"13km SSE of Esperanza, Puerto Rico"
2013-09-23T10:14:17.200Z,35.941,-119.9013,10.9,2,"9km SE of Kettleman City, California"
2013-09-23T10:10:17.000Z,63.2816,-145.4687,0.1,2.4,"67km S of Deltana, Alaska"
2013-09-23T09:21:18.000Z,61.6002,-150.6728,9.6,3.8,"37km WSW of Willow, Alaska"
2013-09-23T09:18:05.300Z,37.9108,-121.9623,10.3,2,"4km SW of Clayton, California"
2013-09-23T08:58:36.900Z,17.7185,-68.6119,36,3.4,"73km S of Boca de Yuma, Dominican Republic"
2013-09-23T08:54:46.000Z,61.2263,-145.774,7.3,2.2,"32km ENE of Valdez, Alaska"
2013-09-23T08:32:50.600Z,44.232,-110.7627,5.1,2.7,"25km SSE of Old Faithful Geyser, Wyoming"
2013-09-23T08:30:21.100Z,44.2345,-110.7595,4.4,2,"25km SSE of Old Faithful Geyser, Wyoming"
2013-09-23T08:16:34.000Z,19.0485,-65.4345,28,3,"80km NNE of Luquillo, Puerto Rico"
2013-09-23T07:55:53.170Z,-1.6386,-77.9109,160.27,4.6,"7km NNE of Palora, Ecuador"
2013-09-23T07:03:03.000Z,51.2446,-178.8669,19.6,2.2,"16km E of Amatignak Island, Alaska"
2013-09-23T05:42:40.000Z,61.8353,-149.3273,50.2,2.4,"11km NNW of Fishhook, Alaska"
2013-09-23T04:57:18.000Z,53.9771,-164.09,65.9,2.4,"106km SSW of False Pass, Alaska"
2013-09-23T04:12:38.000Z,64.8071,-148.9505,16.4,3.5,"26km NNE of North Nenana, Alaska"
2013-09-23T03:11:46.200Z,40.1438,-121.0553,6.4,2.1,"8km W of Greenville, California"
2013-09-23T02:48:13.200Z,18.4626,-65.1187,39,2.7,"23km NW of Charlotte Amalie, U.S. Virgin Islands"
2013-09-23T02:02:36.500Z,17.8582,-67.1546,6,2.2,"13km SSE of Pole Ojea, Puerto Rico"
2013-09-23T01:38:00.000Z,63.2835,-150.3897,99.9,2,"73km W of Cantwell, Alaska"
2013-09-23T01:36:25.600Z,36.2166,-112.1067,4.94,2.6,"18km N of Grand Canyon, Arizona"
2013-09-23T00:44:09.500Z,34.4512,-117.9588,10.1,2.2,"8km SSE of Littlerock, California"
2013-09-22T23:59:01.100Z,19.1506,-64.8704,25,3,"85km NNW of Road Town, British Virgin Islands"
2013-09-22T23:43:01.000Z,61.5642,-150.4006,34.4,2.1,"24km WNW of Big Lake, Alaska"
2013-09-22T23:20:24.000Z,51.6008,-173.2919,6.7,2.4,"91km SE of Atka, Alaska"
2013-09-22T23:05:37.220Z,48.5597,154.5146,59.48,4.5,"262km SSW of Severo-Kuril'sk, Russia"
2013-09-22T22:08:09.000Z,62.4153,-150.5358,57.8,2.4,"24km WNW of Talkeetna, Alaska"
2013-09-22T21:06:33.610Z,-13.2148,167.1158,192.17,4.6,"87km NNW of Sola, Vanuatu"
2013-09-22T20:07:07.900Z,35.4505,-96.5287,5,2.7,"6km SW of Boley, Oklahoma"
2013-09-22T19:32:38.000Z,63.3972,-145.0737,8.3,2.9,"53km S of Deltana, Alaska"
2013-09-22T19:30:34.910Z,12.3128,143.6741,9.99,5,"150km SW of Merizo Village, Guam"
2013-09-22T18:54:37.900Z,35.5815,-118.5542,0.1,2.2,"5km W of Bodfish, California"
2013-09-22T18:11:49.000Z,58.1628,-156.3272,2.7,4.1,"61km SSE of King Salmon, Alaska"
2013-09-22T18:10:28.010Z,-6.2117,130.0382,164.12,4.6,"238km NW of Saumlaki, Indonesia"
2013-09-22T18:08:11.500Z,35.4858,-118.2857,3.8,2.1,"19km S of Weldon, California"
2013-09-22T17:28:26.000Z,60.8398,-151.7715,82.5,2.4,"31km WNW of Nikiski, Alaska"
2013-09-22T16:23:37.600Z,18.8626,-64.254,27,3.1,"62km NE of Road Town, British Virgin Islands"
2013-09-22T15:56:12.340Z,13.2783,143.569,40.44,4.8,"118km W of Agat Village, Guam"
2013-09-22T15:25:19.020Z,-3.5253,126.8527,50.42,4.7,"40km SW of Namlea, Indonesia"
2013-09-22T14:45:47.160Z,10.2788,-86.4485,34.86,4.6,"91km WSW of Sardinal, Costa Rica"
2013-09-22T13:18:01.600Z,33.463,-116.6093,13.2,2.5,"11km SSE of Anza, California"
2013-09-22T13:17:56.200Z,33.4683,-116.6017,13.2,2.3,"11km SE of Anza, California"
2013-09-22T13:10:10.500Z,33.4608,-116.6035,13.5,3.4,"12km SSE of Anza, California"
2013-09-22T13:00:12.500Z,19.251,-155.5093,9.2,2.1,"5km NNW of Pahala, Hawaii"
2013-09-22T10:36:03.000Z,63.1966,-151.019,100,2.1,"105km W of Cantwell, Alaska"
2013-09-22T10:25:20.200Z,19.3372,-155.0263,5.5,2.4,"18km SW of Leilani Estates, Hawaii"
2013-09-22T09:51:04.000Z,60.2993,-153.6465,181.4,2.5,"53km WSW of Redoubt Volcano, Alaska"
2013-09-22T09:01:33.800Z,35.748,-118.032,7.4,2,"22km WNW of Inyokern, California"
2013-09-22T08:59:47.000Z,37.6403,-118.9408,7.7,2.2,"2km ESE of Mammoth Lakes, California"
2013-09-22T08:41:35.710Z,-7.0994,-80.5223,26.11,4.8,"71km WSW of Pimentel, Peru"
2013-09-22T08:22:24.300Z,35.748,-118.0315,8.8,2.2,"22km WNW of Inyokern, California"
2013-09-22T08:18:15.900Z,17.8451,-65.5995,2,3.1,"31km SSW of Esperanza, Puerto Rico"
2013-09-22T07:48:27.000Z,51.1647,-179.6131,34.8,2.6,"36km WSW of Amatignak Island, Alaska"
2013-09-22T06:56:54.100Z,35.5827,-118.5415,2.2,2,"4km W of Bodfish, California"
2013-09-22T06:21:56.500Z,38.0048,-118.7283,6.4,2,"44km NNE of Mammoth Lakes, California"
2013-09-22T06:15:06.200Z,18.2985,-68.0907,118,2.9,"45km SE of Punta Cana, Dominican Republic"
2013-09-22T06:06:37.350Z,5.3314,94.4586,63.5,4.8,"98km WSW of Banda Aceh, Indonesia"
2013-09-22T05:53:19.500Z,12.5056,-86.9552,180.34,4.4,"5km SSE of Posoltega, Nicaragua"
2013-09-22T05:28:10.840Z,2.1224,66.7727,9.49,4.9,Carlsberg Ridge
2013-09-22T04:36:42.920Z,36.0386,-96.8885,5.01,2.9,"12km WNW of Cushing, Oklahoma"
2013-09-22T02:30:01.000Z,61.5134,-146.5733,0.6,2.9,"44km NNW of Valdez, Alaska"
2013-09-21T22:58:23.040Z,52.3374,173.7686,25.64,5.2,"49km SSW of Shemya Island, Alaska"
2013-09-21T21:18:45.000Z,58.1329,-156.2849,7.7,2.2,"65km SSE of King Salmon, Alaska"
2013-09-21T20:26:47.920Z,30.1059,131.1854,32.19,4.8,"71km SSE of Nishinoomote, Japan"
2013-09-21T20:13:51.400Z,19.176,-155.4653,32.5,2.3,"3km SSE of Pahala, Hawaii"
2013-09-21T20:05:45.990Z,30.2376,131.1094,39.13,4.7,"55km S of Nishinoomote, Japan"
2013-09-21T18:42:33.000Z,58.144,-156.3389,2.9,4.2,"63km SSE of King Salmon, Alaska"
2013-09-21T18:38:51.750Z,-24.1484,-66.8456,186.83,4.4,"54km W of San Antonio de los Cobres, Argentina"
2013-09-21T18:22:19.900Z,35.6598,-118.4707,10.8,2.5,"4km N of Lake Isabella, California"
2013-09-21T17:49:45.000Z,52.489,-132.034,18,4.2,"170km S of Masset, Canada"
2013-09-21T17:08:24.100Z,45.488,-112.361,14.1,3.1,"37km NE of Dillon, Montana"
2013-09-21T17:06:11.200Z,39.8575,-121.9883,24.5,2.8,"12km N of Hamilton City, California"
2013-09-21T17:03:07.900Z,19.27,-64.6268,9,2.5,"94km N of Road Town, British Virgin Islands"
2013-09-21T16:48:59.350Z,-33.512,-178.0872,10,5.6,"242km SSE of L'Esperance Rock, New Zealand"
2013-09-21T16:06:31.000Z,59.2318,-152.4259,65.1,2,"67km SW of Homer, Alaska"
2013-09-21T15:57:44.000Z,53.1403,-166.6842,23.3,2.4,"82km S of Unalaska, Alaska"
2013-09-21T15:17:02.250Z,14.4037,145.5584,103.98,4.7,"47km NE of Rota, Northern Mariana Islands"
2013-09-21T15:07:45.800Z,19.1712,-155.3778,48.1,2.2,"11km ESE of Pahala, Hawaii"
2013-09-21T14:48:23.260Z,49.797,-66.0673,5,4.4,"50km SSE of Sept-Iles, Canada"
2013-09-21T13:49:16.000Z,19.127,-155.498,42.9,2.8,"8km SSW of Pahala, Hawaii"
2013-09-21T13:16:33.270Z,42.9968,-109.1186,73.47,4.9,"19km W of Fort Washakie, Wyoming"
2013-09-21T13:11:33.500Z,19.2091,-65.1632,83,3.2,"99km NNW of Charlotte Amalie, U.S. Virgin Islands"
2013-09-21T12:42:15.580Z,27.8287,-105.733,10,4.8,"24km W of Naica, Mexico"
2013-09-21T12:16:12.080Z,27.7904,-105.7744,10,5.3,"29km WSW of Naica, Mexico"
2013-09-21T12:10:17.280Z,13.5895,-90.5708,61.37,3.9,"40km SSE of Iztapa, Guatemala"
2013-09-21T11:54:18.400Z,39.6192,-111.1535,1.2,2.1,"24km E of Fairview, Utah"
2013-09-21T11:45:02.800Z,33.5347,-118.3165,7.9,2.8,"21km N of Avalon, California"
2013-09-21T10:12:33.700Z,37.2663,-121.648,6.3,2.1,"15km N of Morgan Hill, California"
2013-09-21T09:10:52.800Z,38.8275,-122.802,2.2,2.5,"6km W of Cobb, California"
2013-09-21T08:40:47.000Z,60.2166,-140.9678,7.7,3.6,"82km ENE of Cape Yakataga, Alaska"
2013-09-21T07:16:03.330Z,-18.6946,-69.051,157.77,4.7,"76km SE of Putre, Chile"
2013-09-21T06:58:11.610Z,51.5859,158.2385,59.89,4.9,"119km E of Ozernovskiy, Russia"
2013-09-21T06:43:14.200Z,-60.2074,-26.4897,35,4.9,"130km S of Bristol Island, South Sandwich Islands"
2013-09-21T06:38:05.000Z,37.6017,-122.4522,7.9,2,"3km ESE of Pacifica, California"
2013-09-21T06:31:44.000Z,50.0798,179.6085,26.3,3.2,"159km SW of Amatignak Island, Alaska"
2013-09-21T05:41:06.800Z,19.3775,-155.0335,6.2,2.6,"15km SW of Leilani Estates, Hawaii"
2013-09-21T04:57:17.300Z,37.8753,-121.9887,11.1,2.1,"4km NE of Alamo, California"
2013-09-21T04:48:54.000Z,51.3399,-174.3939,9.4,2.5,"96km S of Atka, Alaska"
2013-09-21T03:48:05.000Z,63.3563,-150.2458,9.7,2.1,"64km W of Cantwell, Alaska"
2013-09-21T03:39:16.000Z,55.5509,-161.7824,174.5,3.3,"72km NE of Cold Bay, Alaska"
2013-09-21T02:57:58.600Z,40.1503,-123.1993,33.9,2.3,"39km N of Covelo, California"
2013-09-21T02:49:17.000Z,54.2755,-162.6719,39.8,3.4,"80km SE of False Pass, Alaska"
2013-09-21T02:25:50.000Z,51.4241,-174.6607,30,2.1,"91km SSW of Atka, Alaska"
2013-09-21T02:15:48.810Z,38.7689,43.457,29.38,4.3,"30km SSE of Ercis, Turkey"
2013-09-21T01:39:14.800Z,-7.2641,119.9609,536.8,6.1,"119km NNW of Nggilat, Indonesia"
2013-09-21T01:26:41.000Z,62.9024,-151.2235,110.1,2,"86km NW of Talkeetna, Alaska"
2013-09-21T00:08:33.000Z,51.4217,-174.6985,28.8,3.2,"92km SSW of Atka, Alaska"
2013-09-20T23:59:44.500Z,19.0613,-68.0941,62,3,"62km NNE of Punta Cana, Dominican Republic"
2013-09-20T23:34:14.680Z,-52.2569,14.4348,9.92,5.1,Southwest of Africa
2013-09-20T23:02:03.130Z,18.5115,145.5605,75.77,4.6,"30km SSW of Agrihan, Northern Mariana Islands"
2013-09-20T22:36:43.000Z,63.9228,-148.8678,0,2.1,"8km NNE of Healy, Alaska"
2013-09-20T22:22:04.000Z,62.9813,-150.7257,102,2.9,"79km NNW of Talkeetna, Alaska"
2013-09-20T20:16:48.260Z,49.9702,179.3075,28.07,5,"182km SW of Amatignak Island, Alaska"
2013-09-20T20:10:54.000Z,58.9735,-152.1806,70.4,2.1,"82km SSW of Homer, Alaska"
2013-09-20T19:52:26.880Z,19.0194,145.3501,238.8,5,"43km NW of Agrihan, Northern Mariana Islands"
2013-09-20T19:42:12.600Z,38.155,-121.8823,5.3,2.5,"14km N of Pittsburg, California"
2013-09-20T19:35:44.000Z,60.0528,-153.8131,182,2.2,"70km ENE of Old Iliamna, Alaska"
2013-09-20T19:03:02.100Z,47.9502,-122.245,26.3,2.2,"4km SW of Everett, Washington"
2013-09-20T18:05:46.200Z,32.2547,-115.2542,15.9,3.2,"9km WSW of Alberto Oviedo Mota, Mexico"
2013-09-20T17:01:01.730Z,1.5978,127.0551,66.16,4.7,"96km NNW of Kota Ternate, Indonesia"
2013-09-20T16:44:31.000Z,53.7189,-167.076,7.6,2,"39km WSW of Dutch Harbor, Alaska"
2013-09-20T16:27:57.400Z,36.1497,-118.071,0.4,2.1,"50km S of Lone Pine, California"
2013-09-20T16:13:50.000Z,59.7845,-152.8789,9.4,2.1,"58km W of Anchor Point, Alaska"
2013-09-20T15:59:46.700Z,18.986,-64.444,7,2.3,"65km NNE of Road Town, British Virgin Islands"
2013-09-20T15:17:55.000Z,19.2639,-64.7445,12,2.4,"94km N of Road Town, British Virgin Islands"
2013-09-20T15:09:47.800Z,18.8167,-64.3324,37,2.9,"53km NE of Road Town, British Virgin Islands"
2013-09-20T15:08:44.170Z,2.1785,127.0623,86.93,5.4,"116km WNW of Tobelo, Indonesia"
2013-09-20T15:05:48.400Z,19.294,-64.7474,9,2.4,"98km N of Road Town, British Virgin Islands"
2013-09-20T13:19:18.600Z,18.621,-65.1248,80,3,"37km NNW of Charlotte Amalie, U.S. Virgin Islands"
2013-09-20T13:13:05.000Z,59.3308,-152.0788,60.3,2.4,"45km SW of Homer, Alaska"
2013-09-20T13:00:28.000Z,62.2597,-145.6976,15.5,2.6,"18km NNW of Glennallen, Alaska"
2013-09-20T12:44:48.800Z,39.3813,-123.2997,2.9,2.6,"5km ESE of Willits, California"
2013-09-20T12:36:47.000Z,61.3346,-146.7168,9.2,2.2,"30km NW of Valdez, Alaska"
2013-09-20T12:34:27.000Z,18.8659,-65.2758,41,2.9,"62km N of Culebra, Puerto Rico"
2013-09-20T12:24:47.550Z,22.9413,95.9594,10,5.5,"49km NNE of Shwebo, Burma"
2013-09-20T11:53:28.790Z,22.8844,95.9036,22.18,4.9,"40km NNE of Shwebo, Burma"
2013-09-20T11:40:27.000Z,59.7421,-154.1378,166.5,2.4,"43km E of Old Iliamna, Alaska"
2013-09-20T11:17:19.000Z,57.5506,-156.3451,107.1,2.2,"128km S of King Salmon, Alaska"
2013-09-20T10:00:50.240Z,-21.1582,-68.7648,148.26,4.3,"145km N of Calama, Chile"
2013-09-20T09:45:45.100Z,38.7945,-122.7543,3.7,2.2,"1km N of The Geysers, California"
2013-09-20T09:08:02.800Z,34.0783,-117.7882,2.5,2.6,"3km SSE of San Dimas, California"
2013-09-20T08:39:10.800Z,32.943,-80.1505,3.4,2.2,"6km SW of Ladson, South Carolina"
2013-09-20T08:37:12.200Z,34.0955,-117.5062,16.2,2,"6km W of Fontana, California"
2013-09-20T08:26:49.000Z,51.5621,-175.247,16.4,2.2,"100km SW of Atka, Alaska"
2013-09-20T08:07:56.650Z,14.1917,-92.1831,43.58,4,"31km WSW of Champerico, Guatemala"
2013-09-20T07:17:38.000Z,60.8064,-146.9988,16.6,2,"50km SW of Valdez, Alaska"
2013-09-20T07:04:12.800Z,17.582,-67.6362,46,2.8,"64km SW of Pole Ojea, Puerto Rico"
2013-09-20T06:50:27.440Z,30.0378,131.1271,30.84,5,"78km S of Nishinoomote, Japan"
2013-09-20T06:38:23.000Z,59.6923,-153.4101,123.3,2.9,"85km E of Old Iliamna, Alaska"
2013-09-20T06:31:03.400Z,17.943,-66.8415,13,2.1,"6km SSW of Indios, Puerto Rico"
2013-09-20T06:30:35.470Z,-7.0144,155.2415,89.61,4.7,"81km SSW of Panguna, Papua New Guinea"
2013-09-20T06:10:43.300Z,33.3407,-116.3905,13.7,3.8,"9km N of Borrego Springs, California"
2013-09-20T06:06:35.200Z,41.5332,-125.6543,3.8,2.1,"123km W of Crescent City, California"
2013-09-20T05:57:37.400Z,44.7237,-110.6435,5.5,2,"32km NNE of Old Faithful Geyser, Wyoming"
2013-09-20T05:34:01.620Z,17.8685,-76.7401,15.49,3.3,"13km SE of Port Royal, Jamaica"
2013-09-20T05:12:27.000Z,56.4759,-156.1658,69.7,2.5,"79km NNW of Chirikof Island, Alaska"
2013-09-20T05:10:47.200Z,19.4708,-154.896,2.7,2.5,"2km E of Leilani Estates, Hawaii"
2013-09-20T04:51:38.200Z,19.1277,-67.6386,30,2.9,"90km NW of San Antonio, Puerto Rico"
2013-09-20T04:17:06.000Z,17.8476,-67.0445,12,2.1,"14km S of La Parguera, Puerto Rico"
2013-09-20T04:13:35.170Z,-14.9184,167.5082,121.48,4.3,"51km ENE of Port-Olry, Vanuatu"
2013-09-20T04:04:57.500Z,19.7527,-65.5801,40,3.3,"149km N of Vieques, Puerto Rico"
2013-09-20T03:10:03.840Z,15.2361,-92.9943,84.34,4,"24km SSW of Mapastepec, Mexico"
2013-09-20T02:14:59.740Z,37.029,-104.8386,4.22,2.9,"33km WSW of Trinidad, Colorado"
2013-09-20T02:06:34.050Z,47.9267,16.5164,13.9,3.8,"2km N of Loretto, Austria"
2013-09-20T02:05:19.620Z,38.1884,23.1257,10.34,4.3,"9km WSW of Kaparellion, Greece"
2013-09-20T01:55:35.190Z,-20.5015,-178.603,587.67,4.7,"19km NNE of Ndoi Island, Fiji"
2013-09-20T01:25:40.040Z,17.8918,-94.6121,150.27,4.3,"8km SE of Coacotla, Mexico"
2013-09-20T01:07:03.000Z,63.2499,-152.5029,282.8,2.2,"159km NW of Talkeetna, Alaska"
2013-09-20T01:02:03.040Z,52.1505,152.8479,421.21,4.4,"263km WNW of Ozernovskiy, Russia"
2013-09-20T01:00:56.200Z,19.659,-65.473,15,2.9,"141km NNE of Vieques, Puerto Rico"
2013-09-20T00:04:02.000Z,60.8724,-147.974,1.7,2.5,"40km ENE of Whittier, Alaska"
2013-09-19T23:23:00.580Z,30.7147,129.4358,243.74,4.5,"104km SW of Makurazaki, Japan"
2013-09-19T22:30:30.000Z,62.8077,-151.7477,4.1,2,"100km WNW of Talkeetna, Alaska"
2013-09-19T21:37:04.250Z,37.7476,101.5257,20.82,5,"57km ESE of Hongtu, China"
2013-09-19T19:48:40.000Z,51.4818,-174.7609,14.1,4.3,"88km SSW of Atka, Alaska"
2013-09-19T19:17:56.500Z,36.1223,-117.692,2.4,2,"47km NNW of Searles Valley, California"
2013-09-19T19:14:11.200Z,32.9983,-80.265,11.5,2.5,"11km SSW of Ridgeville, South Carolina"
2013-09-19T19:02:53.000Z,57.9906,-138.5339,7.6,2.3,"171km WSW of Gustavus, Alaska"
2013-09-19T17:25:09.350Z,37.0716,140.6495,22.22,5.3,"19km ESE of Ishikawa, Japan"
2013-09-19T16:46:58.000Z,53.5684,-164.9014,49.1,2.4,"85km SE of Akutan, Alaska"
2013-09-19T16:03:47.900Z,19.1648,-64.9985,106,3.4,"91km N of Charlotte Amalie, U.S. Virgin Islands"
2013-09-19T15:36:09.000Z,53.2508,-165.5263,23.9,2.3,"96km SE of Unalaska, Alaska"
2013-09-19T15:28:19.720Z,-15.817,-174.7272,254.99,4.7,"105km W of Hihifo, Tonga"
